open,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
open,0.7770214080810547,0.30169370770454407,1.0228507107967744e-06,0.7394409775733948,0.3628731369972229,-0.0859590396285057,0.6867604851722717,0.4289501905441284,-0.0867273136973381,0.63153076171875,0.47202733159065247,-0.07133261859416962,0.5710285902023315,0.5112135410308838,-0.048873089253902435,0.7065070867538452,0.4958887994289398,0.01994638890028,0.6325105428695679,0.5395101308822632,0.029499206691980362,0.5685576796531677,0.5497190952301025,0.02256171777844429,0.5093972086906433,0.5491905212402344,0.013994640670716763,0.674602746963501,0.4589294493198395,0.06314826756715775,0.5876225233078003,0.49276643991470337,0.06848540157079697,0.5210943818092346,0.503873884677887,0.033432599157094955,0.4589933753013611,0.5084652900695801,0.004075933713465929,0.6555119156837463,0.4182775914669037,0.09349628537893295,0.5727849006652832,0.4246854782104492,0.07070185989141464,0.5091538429260254,0.41711127758026123,0.007531574461609125,0.45823994278907776,0.40375959873199463,-0.033988263458013535,0.6413801312446594,0.37917813658714294,0.11877745389938354,0.5821980237960815,0.3908846974372864,0.08517220616340637,0.5375063419342041,0.3882850110530853,0.03734363988041878,0.49377161264419556,0.3798527121543884,0.003988019190728664
open,0.7989274263381958,0.2761039137840271,1.2223645171616226e-06,0.757114827632904,0.35276564955711365,-0.0783659964799881,0.6998991966247559,0.4250698387622833,-0.07167559862136841,0.637268602848053,0.471432089805603,-0.05172867700457573,0.581949770450592,0.5164991617202759,-0.025584973394870758,0.7189970016479492,0.47399356961250305,0.04596013203263283,0.6444253921508789,0.527414083480835,0.05698849633336067,0.5780543088912964,0.5439411997795105,0.04868977144360542,0.5155733823776245,0.5468181371688843,0.041189610958099365,0.688205897808075,0.4386802017688751,0.08864039182662964,0.5962597131729126,0.4815707504749298,0.0997467115521431,0.5269114971160889,0.49497124552726746,0.06517592817544937,0.4575050473213196,0.49858924746513367,0.03650044649839401,0.6683686375617981,0.39989107847213745,0.11736538261175156,0.5776452422142029,0.41604992747306824,0.10301027446985245,0.5118505358695984,0.41493383049964905,0.04268938675522804,0.4527280330657959,0.4041309058666229,0.0027797517832368612,0.6511406898498535,0.36209070682525635,0.1406785249710083,0.5857639312744141,0.38058042526245117,0.1193779706954956,0.5417138338088989,0.3805896043777466,0.0785612016916275,0.49458250403404236,0.37379080057144165,0.04966190457344055
open,0.811226487159729,0.27236345410346985,1.1692713997035753e-06,0.7634609937667847,0.34888535737991333,-0.07414005696773529,0.7017884850502014,0.4235934019088745,-0.06862261891365051,0.6335029602050781,0.4723736047744751,-0.050772808492183685,0.5711183547973633,0.5120834112167358,-0.026261387392878532,0.719953715801239,0.47437289357185364,0.040285125374794006,0.6419286131858826,0.5268134474754333,0.04691167548298836,0.576736569404602,0.5424094796180725,0.0380464605987072,0.5155420303344727,0.5440638661384583,0.03126825764775276,0.6889969110488892,0.4403528869152069,0.08050347119569778,0.6003678441047668,0.48426178097724915,0.08684602379798889,0.5298224687576294,0.4951416850090027,0.05521199107170105,0.46060219407081604,0.4964696168899536,0.03026590496301651,0.6683893203735352,0.4014652371406555,0.1077175959944725,0.5784909725189209,0.4203423261642456,0.09095457196235657,0.5110107660293579,0.4165659546852112,0.0361492820084095,0.45517319440841675,0.40195491909980774,0.0013700531562790275,0.651680052280426,0.3632468581199646,0.12981286644935608,0.584578812122345,0.38108181953430176,0.10806547850370407,0.5403822660446167,0.3798691928386688,0.0712117925286293,0.49819260835647583,0.37223926186561584,0.046527665108442307
open,0.8117843270301819,0.26845860481262207,1.1485198001537356e-06,0.7619686126708984,0.34894704818725586,-0.0765056386590004,0.6996291875839233,0.42286211252212524,-0.06806056201457977,0.6331531405448914,0.4708249866962433,-0.04586302116513252,0.5733468532562256,0.5119349956512451,-0.016529599204659462,0.7206345200538635,0.47462552785873413,0.04377181828022003,0.6415161490440369,0.5246900320053101,0.05260228365659714,0.5741648077964783,0.5392912030220032,0.04299987852573395,0.5110455751419067,0.5396237373352051,0.0352696031332016,0.6911098957061768,0.43905025720596313,0.08695909380912781,0.6030738353729248,0.4824727177619934,0.09594271332025528,0.531071126461029,0.4925718903541565,0.06306696683168411,0.46028661727905273,0.4929703176021576,0.03603734076023102,0.6698015332221985,0.39975523948669434,0.11658205837011337,0.5816171765327454,0.4199867844581604,0.10115038603544235,0.5145957469940186,0.41715309023857117,0.04251084104180336,0.457766056060791,0.40343570709228516,0.004089837893843651,0.6510551571846008,0.36245858669281006,0.14093776047229767,0.5840843319892883,0.38039273023605347,0.11763337254524231,0.538145899772644,0.38018789887428284,0.07581714540719986,0.49267691373825073,0.3737339973449707,0.04696190729737282
open,0.8089042901992798,0.2707395851612091,1.0835207149284543e-06,0.7632007598876953,0.34969210624694824,-0.0723084807395935,0.7011346220970154,0.42274078726768494,-0.0626150518655777,0.6342015266418457,0.470712274312973,-0.0403306744992733,0.5730953216552734,0.510168194770813,-0.011645437218248844,0.716934859752655,0.47051748633384705,0.045969076454639435,0.6391160488128662,0.5213837623596191,0.055048078298568726,0.5735486745834351,0.5382139682769775,0.04601064696907997,0.5117659568786621,0.5401590466499329,0.038565654307603836,0.6884415745735168,0.43575987219810486,0.08694613724946976,0.6002554297447205,0.4770336449146271,0.09537938982248306,0.5291929841041565,0.4855574369430542,0.06225910782814026,0.45862314105033875,0.4840501844882965,0.035171203315258026,0.6676263213157654,0.3976905941963196,0.11490292847156525,0.5804815292358398,0.4183541536331177,0.09970691800117493,0.5157201886177063,0.4166738986968994,0.04121064022183418,0.459808886051178,0.4034288823604584,0.0025845218915492296,0.6494768261909485,0.3615548610687256,0.1379666030406952,0.5837010145187378,0.3797560930252075,0.11502767354249954,0.539429247379303,0.37943729758262634,0.07356534898281097,0.4958343207836151,0.3721325993537903,0.04475736245512962
open,0.8059110045433044,0.26846081018447876,1.1795791579061188e-06,0.7579380869865417,0.34692704677581787,-0.07450824230909348,0.6970416307449341,0.4210977256298065,-0.06722544133663177,0.6297653317451477,0.4703097641468048,-0.04700125753879547,0.5690560936927795,0.5126417875289917,-0.019912760704755783,0.7154970169067383,0.4702368378639221,0.04492763802409172,0.6389362812042236,0.5222687721252441,0.05259621888399124,0.5724701285362244,0.539824366569519,0.04188956692814827,0.5102439522743225,0.5423468947410583,0.033204901963472366,0.6866682171821594,0.4365260899066925,0.08630218356847763,0.600856602191925,0.4827362596988678,0.09588679671287537,0.5298057794570923,0.49791866540908813,0.06256233155727386,0.4595510959625244,0.5025880932807922,0.03425692766904831,0.6663680672645569,0.3984247148036957,0.11416667699813843,0.5776386260986328,0.4208920896053314,0.10047320276498795,0.5088178515434265,0.4208639860153198,0.042405180633068085,0.4504392445087433,0.4088306128978729,0.0029898372013121843,0.6483396887779236,0.3612453043460846,0.13665714859962463,0.58170485496521,0.37904229760169983,0.11517301946878433,0.5362752676010132,0.37809982895851135,0.07444581389427185,0.4919171929359436,0.370868980884552,0.04551411792635918
open,0.8020802140235901,0.2698326110839844,1.1771217032219283e-06,0.7562720775604248,0.3476434350013733,-0.07484204322099686,0.6955006122589111,0.4220060408115387,-0.06793267279863358,0.62771075963974,0.471216082572937,-0.04794108122587204,0.5663771629333496,0.5127843618392944,-0.02110246755182743,0.7139560580253601,0.47275692224502563,0.0409143902361393,0.635437548160553,0.5247722864151001,0.04616815969347954,0.5679828524589539,0.5407496690750122,0.03492506220936775,0.5048967003822327,0.5412608981132507,0.026506789028644562,0.684151291847229,0.43842005729675293,0.0822652131319046,0.5957318544387817,0.4830930531024933,0.08850762248039246,0.5235114693641663,0.49581995606422424,0.054795991629362106,0.4526200294494629,0.49725157022476196,0.027214769273996353,0.6629030704498291,0.3996567726135254,0.11032769083976746,0.5749066472053528,0.4209856390953064,0.09360150247812271,0.5073280334472656,0.4199211299419403,0.03543234243988991,0.4501829147338867,0.4063921570777893,-0.0028928848914802074,0.6447176933288574,0.362612247467041,0.13320831954479218,0.5780895948410034,0.37964320182800293,0.10925976932048798,0.5327746868133545,0.37902432680130005,0.06807012110948563,0.48884910345077515,0.37102407217025757,0.039730627089738846
open,0.8006283640861511,0.26967260241508484,1.1538165836100234e-06,0.7534177303314209,0.34757450222969055,-0.07436411082744598,0.6913855075836182,0.42283278703689575,-0.06647884100675583,0.6230429410934448,0.4720275402069092,-0.04574618116021156,0.5604352355003357,0.5126966834068298,-0.01834564469754696,0.7100717425346375,0.47203654050827026,0.04218941554427147,0.6314429640769958,0.5250484943389893,0.048144642263650894,0.5646571516990662,0.5413569808006287,0.0377516932785511,0.5017743110656738,0.5426499247550964,0.0298482533544302,0.6796043515205383,0.43876346945762634,0.08327808976173401,0.5905885696411133,0.48367273807525635,0.08928941190242767,0.5185331106185913,0.49620598554611206,0.055674534291028976,0.4473048448562622,0.49760764837265015,0.028582073748111725,0.6582583785057068,0.4008064866065979,0.11111188679933548,0.5682113766670227,0.4208381474018097,0.0933024063706398,0.5012451410293579,0.4187666177749634,0.035171885043382645,0.4444116950035095,0.4049730598926544,-0.002478784415870905,0.6399356126785278,0.36389490962028503,0.13389188051223755,0.5724509954452515,0.3815819323062897,0.10942617803812027,0.5276086926460266,0.3803473711013794,0.0688069686293602,0.48425567150115967,0.372078537940979,0.04120153933763504
open,0.7998647689819336,0.26853692531585693,1.1585618722165236e-06,0.7519263029098511,0.34883594512939453,-0.07523532956838608,0.6890332102775574,0.4236098527908325,-0.06540720909833908,0.6211315393447876,0.47201016545295715,-0.0420152023434639,0.5572564005851746,0.5131943225860596,-0.012020143680274487,0.7040498852729797,0.47131088376045227,0.048576317727565765,0.6278260946273804,0.524202823638916,0.060940228402614594,0.5615107417106628,0.5415794849395752,0.053212519735097885,0.4993674159049988,0.5436185598373413,0.046281542629003525,0.6755369305610657,0.4370509088039398,0.09234706312417984,0.5883053541183472,0.4821050763130188,0.10650055855512619,0.5164483189582825,0.49481427669525146,0.07479200512170792,0.4458353519439697,0.49626582860946655,0.04747817665338516,0.6561498641967773,0.3988332450389862,0.12260890752077103,0.567537784576416,0.42121705412864685,0.11275224387645721,0.5000545382499695,0.42060530185699463,0.054564233869314194,0.4419097900390625,0.4083302319049835,0.014595724642276764,0.638626754283905,0.36186665296554565,0.14748378098011017,0.5721362233161926,0.3802635371685028,0.12805266678333282,0.5271046161651611,0.3791907727718353,0.08689086139202118,0.4829062819480896,0.37224724888801575,0.057358402758836746
open,0.7975869178771973,0.2687004506587982,1.1403176358726341e-06,0.7514965534210205,0.34821444749832153,-0.07411546260118484,0.6882452368736267,0.4225267767906189,-0.06564666330814362,0.6178864240646362,0.4709877073764801,-0.04400793835520744,0.5565251708030701,0.5138227939605713,-0.01596461422741413,0.7019721865653992,0.47001543641090393,0.04433049261569977,0.6253694891929626,0.5222936272621155,0.05366584658622742,0.5593910813331604,0.5403198003768921,0.04440198466181755,0.4974038600921631,0.5430633425712585,0.036662910133600235,0.6734477877616882,0.43639075756073,0.08613403141498566,0.5872520208358765,0.4822004437446594,0.09776680916547775,0.5163469910621643,0.49662700295448303,0.06582598388195038,0.44611406326293945,0.4998769164085388,0.038284093141555786,0.6538352370262146,0.3981808125972748,0.11461760848760605,0.5646027326583862,0.42045047879219055,0.10253358632326126,0.4963837265968323,0.4200979769229889,0.044722072780132294,0.43812665343284607,0.4080638587474823,0.005005140323191881,0.6372891068458557,0.3610043227672577,0.1378096640110016,0.5704134702682495,0.3784453272819519,0.11656063795089722,0.5255343317985535,0.3774166703224182,0.07544073462486267,0.4817204773426056,0.3705538511276245,0.046027474105358124
