close,hand_x1,hand_y1,hand_z1,hand_x2,hand_y2,hand_z2,hand_x3,hand_y3,hand_z3,hand_x4,hand_y4,hand_z4,hand_x5,hand_y5,hand_z5,hand_x6,hand_y6,hand_z6,hand_x7,hand_y7,hand_z7,hand_x8,hand_y8,hand_z8,hand_x9,hand_y9,hand_z9,hand_x10,hand_y10,hand_z10,hand_x11,hand_y11,hand_z11,hand_x12,hand_y12,hand_z12,hand_x13,hand_y13,hand_z13,hand_x14,hand_y14,hand_z14,hand_x15,hand_y15,hand_z15,hand_x16,hand_y16,hand_z16,hand_x17,hand_y17,hand_z17,hand_x18,hand_y18,hand_z18,hand_x19,hand_y19,hand_z19,hand_x20,hand_y20,hand_z20,hand_x21,hand_y21,hand_z21
close,0.7682920098304749,0.3253914415836334,9.702315537651884e-07,0.7368575930595398,0.39683055877685547,-0.07606815546751022,0.6868671178817749,0.4656449854373932,-0.07875572890043259,0.6204913258552551,0.5087588429450989,-0.06845983862876892,0.5524019598960876,0.5334511995315552,-0.05132155120372772,0.717364490032196,0.5250409245491028,0.027950182557106018,0.6252173781394958,0.5650411248207092,0.023685887455940247,0.5526573657989502,0.5658718943595886,0.0018300249939784408,0.4889124631881714,0.5561184287071228,-0.016120027750730515,0.6801868677139282,0.4909946918487549,0.0650787502527237,0.5791362524032593,0.51948481798172,0.0571918860077858,0.5034493803977966,0.5132036209106445,0.012710734270513058,0.4314543902873993,0.5061331391334534,-0.022574322298169136,0.6522986888885498,0.45558786392211914,0.09053760021924973,0.5641156435012817,0.4739471673965454,0.06898082047700882,0.49640971422195435,0.4737073481082916,0.013354193419218063,0.4397982358932495,0.46103671193122864,-0.02423701621592045,0.6281864047050476,0.4189170002937317,0.11044913530349731,0.5603941679000854,0.4415724277496338,0.0874795913696289,0.5114932656288147,0.4478459060192108,0.05197468027472496,0.46603894233703613,0.4443139433860779,0.026762865483760834
close,0.7781819105148315,0.3110183775424957,1.0593709021122777e-06,0.7448150515556335,0.39215564727783203,-0.07282522320747375,0.690955400466919,0.4627758860588074,-0.0692209005355835,0.6240022778511047,0.5074056386947632,-0.053038835525512695,0.555889368057251,0.5398362874984741,-0.030711891129612923,0.7114009857177734,0.5128522515296936,0.04737520590424538,0.6258345246315002,0.560765266418457,0.05172566697001457,0.5558379292488098,0.5670696496963501,0.03309384360909462,0.4969874620437622,0.5611168146133423,0.01717578060925007,0.6740874648094177,0.4794893264770508,0.08692890405654907,0.5767812132835388,0.5159187316894531,0.09009198099374771,0.5027818083763123,0.5160467624664307,0.04811476171016693,0.4339391589164734,0.5128660798072815,0.013213385827839375,0.6486082077026367,0.44488272070884705,0.11384404450654984,0.5618359446525574,0.47145286202430725,0.1026577576994896,0.4973292946815491,0.4798297584056854,0.04728752002120018,0.4372343420982361,0.4748106300830841,0.007476828061044216,0.6231475472450256,0.40813082456588745,0.13502289354801178,0.5592844486236572,0.43682539463043213,0.11783769726753235,0.5125905871391296,0.4467889368534088,0.08104453980922699,0.4645521342754364,0.4471167325973511,0.05336374789476395
close,0.7837796807289124,0.3088829517364502,1.0919976602963288e-06,0.7489418983459473,0.38854068517684937,-0.0757097601890564,0.6932679414749146,0.46253353357315063,-0.07777244597673416,0.6232240796089172,0.5095774531364441,-0.06809762120246887,0.5541769862174988,0.5392388701438904,-0.05204407870769501,0.7044386267662048,0.5115231871604919,0.03931869938969612,0.6211065053939819,0.5595055818557739,0.036495186388492584,0.5517179369926453,0.5656976699829102,0.014154879376292229,0.4914841055870056,0.5597522258758545,-0.003408134914934635,0.6710898280143738,0.4777259826660156,0.07712457329034805,0.5783190727233887,0.5148473978042603,0.07578740268945694,0.5066828727722168,0.5158190727233887,0.03575636073946953,0.43749505281448364,0.5116637349128723,0.0028774896636605263,0.6462623476982117,0.44333356618881226,0.10179822146892548,0.5614306330680847,0.472221314907074,0.08929500728845596,0.495769739151001,0.48212069272994995,0.03964629024267197,0.43483614921569824,0.47665661573410034,0.004102443344891071,0.6223901510238647,0.40728333592414856,0.11968410760164261,0.5574970841407776,0.434962660074234,0.10509971529245377,0.5084936618804932,0.4449772238731384,0.07391812652349472,0.4586617350578308,0.4450613260269165,0.05047851800918579
close,0.7863905429840088,0.309137761592865,1.1225587286389782e-06,0.7532786726951599,0.3896446228027344,-0.07655156403779984,0.697339653968811,0.4632396101951599,-0.07907547056674957,0.6229982376098633,0.5089696049690247,-0.07005815207958221,0.5536765456199646,0.5376246571540833,-0.054872170090675354,0.7100901007652283,0.5122842788696289,0.037497278302907944,0.6264829635620117,0.5584772825241089,0.032960087060928345,0.5551590323448181,0.5655251145362854,0.009505570866167545,0.49311673641204834,0.5599772930145264,-0.008617348968982697,0.6752611398696899,0.4773017168045044,0.07461711764335632,0.5827684998512268,0.5154916644096375,0.07186754047870636,0.5114902257919312,0.5178861021995544,0.030985591933131218,0.44193416833877563,0.5147124528884888,-0.0025149048306047916,0.6484514474868774,0.4418339431285858,0.09841843694448471,0.5636600852012634,0.47270429134368896,0.08361051231622696,0.49987179040908813,0.4828624725341797,0.032432299107313156,0.4416345953941345,0.47714754939079285,-0.003839893499389291,0.6246672868728638,0.40597841143608093,0.11543293297290802,0.5600091218948364,0.4349919557571411,0.09922871738672256,0.5125981569290161,0.4449971616268158,0.06753110140562057,0.4653797745704651,0.4441906809806824,0.04382612928748131
close,0.7882416844367981,0.30828267335891724,1.1620960549407755e-06,0.7521907091140747,0.3889550268650055,-0.07713495939970016,0.6962982416152954,0.46152380108833313,-0.07920143008232117,0.623846709728241,0.507170557975769,-0.06912294775247574,0.5541438460350037,0.5344684720039368,-0.05247567221522331,0.7149698734283447,0.515719473361969,0.03931901603937149,0.6281777024269104,0.560690701007843,0.03592954948544502,0.5557540655136108,0.565447986125946,0.012305766344070435,0.49351853132247925,0.5579788088798523,-0.006254567764699459,0.6789849400520325,0.4798017144203186,0.07768797129392624,0.5842902064323425,0.5162398815155029,0.07548992335796356,0.5110510587692261,0.5170536637306213,0.03333509340882301,0.44054216146469116,0.5127812623977661,-0.001321855466812849,0.6518274545669556,0.44279560446739197,0.10285316407680511,0.5667225122451782,0.4713054597377777,0.08813489973545074,0.5012245178222656,0.47973108291625977,0.03565220162272453,0.44181567430496216,0.4721646010875702,-0.0014486153377220035,0.6277068853378296,0.4048532545566559,0.121442511677742,0.5640866756439209,0.43255674839019775,0.10456781089305878,0.5166728496551514,0.4424152672290802,0.07173744589090347,0.4691101312637329,0.4413279592990875,0.04751509428024292
close,0.7920150756835938,0.3060687184333801,1.1011380820491468e-06,0.7553540468215942,0.3869103193283081,-0.07386070489883423,0.6961044669151306,0.45949843525886536,-0.074043408036232,0.6235551238059998,0.5056698322296143,-0.06249803677201271,0.5539339184761047,0.5349214673042297,-0.04464491084218025,0.711089551448822,0.509415864944458,0.0426928848028183,0.6242132782936096,0.5563710331916809,0.041891902685165405,0.5525903105735779,0.5612440705299377,0.020502625033259392,0.49143338203430176,0.55405592918396,0.003440134460106492,0.676367461681366,0.47423356771469116,0.08076410740613937,0.5819428563117981,0.509408175945282,0.08212772756814957,0.5088288187980652,0.509917140007019,0.0424799770116806,0.4379836618900299,0.5067786574363708,0.009160691872239113,0.6510120034217834,0.43873003125190735,0.10595428198575974,0.5651789903640747,0.4665249288082123,0.09513402730226517,0.499331533908844,0.47701960802078247,0.046091753989458084,0.43748804926872253,0.47267162799835205,0.010432912036776543,0.6272109150886536,0.40187081694602966,0.12462148070335388,0.5615170001983643,0.4295814037322998,0.11100438982248306,0.512608528137207,0.44068264961242676,0.08086340874433517,0.4628414511680603,0.4417285621166229,0.05809494107961655
close,0.7948598265647888,0.3046671450138092,1.108280571315845e-06,0.7589367628097534,0.3849738836288452,-0.07824322581291199,0.700429379940033,0.4582812190055847,-0.07883477956056595,0.6269350647926331,0.5027214884757996,-0.06697817891836166,0.5570113658905029,0.5316945314407349,-0.048867590725421906,0.7089926600456238,0.5045577883720398,0.04148956388235092,0.6282989382743835,0.5532931089401245,0.04187953472137451,0.5572789311408997,0.5610235333442688,0.02103206142783165,0.4952722191810608,0.5554473996162415,0.004300390370190144,0.6764872074127197,0.4698432385921478,0.08163571357727051,0.5847169756889343,0.5093496441841125,0.08461550623178482,0.5127331018447876,0.5124171376228333,0.044808581471443176,0.44274795055389404,0.5090839862823486,0.011229276657104492,0.6525539755821228,0.43502819538116455,0.1082482561469078,0.5672198534011841,0.46575039625167847,0.09845523536205292,0.5024575591087341,0.476224809885025,0.04659319296479225,0.4431209862232208,0.47036507725715637,0.008772356435656548,0.6295846104621887,0.39913976192474365,0.12787558138370514,0.5643895268440247,0.42841118574142456,0.11513222008943558,0.517051637172699,0.43886134028434753,0.08274123817682266,0.46977338194847107,0.4390381872653961,0.05761631950736046
close,0.7896220088005066,0.30273744463920593,1.1232760925850016e-06,0.7526886463165283,0.3826126158237457,-0.07789815962314606,0.6949702501296997,0.45658496022224426,-0.0781620666384697,0.6233571171760559,0.5035167336463928,-0.06588991731405258,0.5553816556930542,0.5326697826385498,-0.04698726907372475,0.7078946828842163,0.5058637261390686,0.04002838581800461,0.6266329288482666,0.5529447793960571,0.037801314145326614,0.5555434226989746,0.5592392683029175,0.01595330238342285,0.4938202500343323,0.5526096224784851,-0.0008248178637586534,0.675195038318634,0.4718747138977051,0.07982565462589264,0.5838392376899719,0.5090672969818115,0.07968907803297043,0.5105953216552734,0.5108723044395447,0.0400480255484581,0.44017499685287476,0.5079817175865173,0.0072348159737885,0.6507580280303955,0.4369575083255768,0.10604719817638397,0.566940188407898,0.4648396074771881,0.09268859773874283,0.5021473169326782,0.4719359278678894,0.042018741369247437,0.4439091682434082,0.4644317924976349,0.006117100827395916,0.6274456977844238,0.4013971984386444,0.12540338933467865,0.563880205154419,0.4293804466724396,0.11008957773447037,0.5159477591514587,0.43892645835876465,0.07817644625902176,0.46798866987228394,0.43876901268959045,0.05424128472805023
close,0.7945994138717651,0.301952064037323,1.1145563121317537e-06,0.7573003172874451,0.3821277618408203,-0.0774744525551796,0.6987319588661194,0.4555273950099945,-0.07783351093530655,0.6272098422050476,0.5011043548583984,-0.06555742025375366,0.5591354966163635,0.5302560925483704,-0.04685568809509277,0.7115260362625122,0.5030829310417175,0.03851175680756569,0.6285170316696167,0.5510144829750061,0.037405043840408325,0.5572974681854248,0.5580692887306213,0.016062619164586067,0.4958662986755371,0.551889181137085,-0.0006420849240384996,0.6782138347625732,0.4680464267730713,0.07856784760951996,0.5859266519546509,0.5067707300186157,0.07972434908151627,0.5131296515464783,0.5098055005073547,0.03969588503241539,0.4433794617652893,0.5069921612739563,0.006161871831864119,0.6530469059944153,0.4326556324958801,0.10548960417509079,0.5684171915054321,0.4624367356300354,0.09415055811405182,0.504285454750061,0.4719574451446533,0.0426441952586174,0.44653797149658203,0.4656040370464325,0.005521272774785757,0.6299838423728943,0.3968861699104309,0.12570497393608093,0.5655670166015625,0.42527085542678833,0.11227750033140182,0.5184101462364197,0.4358731806278229,0.0802479237318039,0.47146809101104736,0.436014860868454,0.05574847012758255
close,0.7927471399307251,0.30004817247390747,1.1338343028910458e-06,0.7549312710762024,0.38079530000686646,-0.08083903789520264,0.6969192028045654,0.4545463025569916,-0.08117122948169708,0.6256062388420105,0.5009087920188904,-0.06781875342130661,0.5573537349700928,0.5292115807533264,-0.04754241928458214,0.7124439477920532,0.5047332644462585,0.03911766782402992,0.6293060183525085,0.5509527921676636,0.03793632611632347,0.5564292669296265,0.5572342872619629,0.01593881845474243,0.49347659945487976,0.5501781105995178,-0.001229524496011436,0.6796724796295166,0.4697279930114746,0.08150549232959747,0.5880687832832336,0.5078430771827698,0.08230329304933548,0.5147113800048828,0.5094149112701416,0.04232260212302208,0.44427353143692017,0.5059889554977417,0.009213286451995373,0.6542368531227112,0.4344066083431244,0.11023624986410141,0.569835364818573,0.46412280201911926,0.09827680140733719,0.5043797492980957,0.4727294445037842,0.047200240194797516,0.44470304250717163,0.46624821424484253,0.010715916752815247,0.6293627619743347,0.3984570801258087,0.13187243044376373,0.5654420256614685,0.42667317390441895,0.11689380556344986,0.5171715617179871,0.43646475672721863,0.08415001630783081,0.46859002113342285,0.43674761056900024,0.059534452855587006
